"sDm_D"	"sDm_E"	"sBn_D"	"sBn_E"	"sAn_D"	"sAn_E"
"ENSG00000286432"	0	0	0	0	0	0
"ENSG00000240376"	14	19	20	38	23	31
"ENSG00000272057"	5	0	0	2	3	7
"ENSG00000279097"	0	0	0	0	0	0
"ENSG00000230571"	0	0	0	0	0	0
"ENSG00000249927"	0	0	0	0	0	0
"ENSG00000250619"	0	0	0	0	0	0
"ENSG00000248624"	0	0	0	1	1	0
"ENSG00000248286"	0	0	0	0	0	0
"ENSG00000277878"	0	0	0	0	0	0
"ENSG00000260786"	0	0	0	0	0	0
"ENSG00000280185"	0	0	0	0	0	0
"ENSG00000249289"	0	0	0	0	0	0
"ENSG00000280305"	0	0	0	0	0	1
"ENSG00000248349"	0	0	0	0	0	0
"ENSG00000250703"	0	0	0	0	0	0
"ENSG00000248148"	0	0	0	0	0	0
"ENSG00000234865"	0	0	0	0	0	0
"ENSG00000250118"	0	0	0	0	0	0
"ENSG00000248651"	0	0	0	0	2	0
"ENSG00000241739"	0	0	0	1	0	2
"ENSG00000249404"	0	0	0	1	2	0
"ENSG00000251189"	0	0	0	0	0	0
"ENSG00000249410"	0	0	0	0	0	0
"ENSG00000248279"	0	0	0	0	0	0
"ENSG00000248378"	0	0	0	0	0	0
"ENSG00000249579"	0	0	0	0	0	0
"ENSG00000278734"	0	0	0	0	0	0
"ENSG00000249206"	0	0	0	0	0	0
"ENSG00000249928"	2	0	0	1	0	3
"ENSG00000279470"	0	0	0	0	0	0
"ENSG00000250764"	22	23	24	40	28	33
"ENSG00000287947"	0	0	0	0	0	0
"ENSG00000113100"	0	2	1	1	0	0
"ENSG00000251599"	0	3	0	0	0	0
"ENSG00000151388"	2	2	7	6	3	4
"ENSG00000249584"	0	0	0	0	0	0
"ENSG00000248878"	0	0	0	0	0	2
"ENSG00000213956"	0	0	0	0	0	0
"ENSG00000249099"	0	0	0	0	0	0
"ENSG00000287087"	12	19	20	12	12	23
"ENSG00000276098"	0	0	0	0	0	0
"ENSG00000250524"	0	0	0	0	0	0
"ENSG00000249338"	0	0	0	0	0	0
"ENSG00000271410"	3	1	0	0	1	3
"ENSG00000286647"	0	0	0	0	0	0
"ENSG00000250480"	0	1	0	1	0	0
"ENSG00000270495"	0	1	0	0	0	0
"ENSG00000226432"	3	6	3	4	5	3
"ENSG00000152932"	36	42	35	26	57	26
"ENSG00000250048"	0	0	0	0	1	0
"ENSG00000250319"	0	0	0	0	0	0
"ENSG00000250747"	0	0	0	0	0	0
"ENSG00000251294"	0	0	0	0	1	0
"ENSG00000285552"	2	0	0	0	0	1
"ENSG00000240627"	0	0	0	0	0	0
"ENSG00000249226"	2	0	0	0	0	0
"ENSG00000251062"	0	0	0	0	0	0
"ENSG00000244621"	0	0	0	0	0	0
"ENSG00000213949"	2383	2233	779	628	875	1611
"ENSG00000248418"	0	0	0	0	0	0
"ENSG00000280438"	0	0	0	0	0	0
"ENSG00000254170"	0	0	0	0	0	0
"ENSG00000250164"	0	0	0	0	0	0
"ENSG00000287179"	0	0	0	0	0	1
"ENSG00000271752"	6	5	4	5	11	0
"ENSG00000287597"	35	39	31	12	71	37
"ENSG00000250124"	0	0	0	0	0	0
"ENSG00000038427"	55907	47451	49127	43528	38620	93235
"ENSG00000280338"	0	1	0	0	0	0
"ENSG00000249114"	0	0	0	0	1	0
"ENSG00000234838"	0	0	0	0	0	0
"ENSG00000249668"	0	0	0	0	0	0
"ENSG00000249616"	0	0	0	0	0	0
"ENSG00000248891"	0	0	0	0	2	0
"ENSG00000248285"	0	0	0	0	0	0
"ENSG00000287540"	0	0	0	0	0	0
"ENSG00000236068"	0	0	0	0	0	0
"ENSG00000251585"	0	0	0	0	0	0
"ENSG00000244630"	2	0	1	1	0	0
"ENSG00000130449"	3379	3324	3031	2623	3110	4104
"ENSG00000271455"	0	0	0	0	0	0
"ENSG00000240412"	0	0	0	0	0	0
"ENSG00000242706"	1	1	1	1	4	0
"ENSG00000241965"	0	0	0	0	0	0
"ENSG00000243592"	0	1	0	2	0	0
"ENSG00000164190"	10758	9821	10325	8187	8160	10028
"ENSG00000248789"	0	0	0	0	0	0
"ENSG00000240388"	3	0	0	0	3	2
"ENSG00000287447"	13	11	13	9	14	21
"ENSG00000250422"	0	0	0	0	0	0
"ENSG00000242858"	2	3	0	0	0	1
"ENSG00000250827"	0	0	0	0	0	0
"ENSG00000249835"	34	24	34	31	14	43
"ENSG00000254310"	0	0	0	0	2	0
"ENSG00000212930"	1	2	4	6	0	0
"ENSG00000250662"	3	5	2	3	1	0
"ENSG00000271687"	2	0	0	0	0	0
"ENSG00000238000"	0	1	0	0	0	0
"ENSG00000250273"	0	1	0	2	4	0
"ENSG00000236447"	1	0	2	2	1	1
"ENSG00000248733"	0	0	0	0	0	0
"ENSG00000250145"	0	0	1	0	0	0
"ENSG00000134061"	581	623	468	431	589	419
"ENSG00000240003"	11	6	10	6	7	11
"ENSG00000250081"	28	12	1	0	10	15
"ENSG00000280009"	0	0	0	1	1	0
"ENSG00000249153"	0	0	0	0	0	0
"ENSG00000186479"	0	0	0	0	5	0
"ENSG00000214853"	0	0	0	0	0	0
"ENSG00000249276"	0	0	0	0	0	0
"ENSG00000279869"	0	0	0	0	0	0
"ENSG00000271207"	0	0	0	0	0	0
"ENSG00000250694"	0	0	0	0	0	0
"ENSG00000250079"	0	0	0	0	0	0
"ENSG00000251435"	0	0	1	0	0	5
"ENSG00000288539"	4	4	0	1	3	1
"ENSG00000152669"	3	2	6	3	1	2
"ENSG00000271035"	0	0	0	0	0	0
"ENSG00000250391"	0	0	0	0	0	0
"ENSG00000270388"	0	0	0	0	0	2
"ENSG00000217416"	0	0	0	0	0	0
"ENSG00000241059"	1	0	0	1	0	0
"ENSG00000248195"	0	0	0	0	0	0
"ENSG00000249894"	0	0	0	0	0	0
"ENSG00000249944"	0	0	0	0	0	0
"ENSG00000249495"	0	0	0	0	0	0
"ENSG00000249439"	0	0	0	0	0	0
"ENSG00000251495"	14	12	11	11	14	11
"ENSG00000270906"	0	0	0	0	0	0
"ENSG00000251093"	3	1	10	17	11	0
"ENSG00000251023"	94	91	105	73	100	95
"ENSG00000250017"	0	0	0	0	0	0
"ENSG00000176183"	0	0	0	0	0	0
"ENSG00000246316"	0	0	0	0	2	0
"ENSG00000249921"	0	0	0	0	6	0
"ENSG00000243914"	1	0	0	0	0	0
"ENSG00000248701"	0	0	0	0	0	0
"ENSG00000248363"	0	0	0	0	0	0
"ENSG00000249128"	0	0	0	0	0	0
"ENSG00000285809"	0	0	0	0	8	0
"ENSG00000248967"	0	1	0	0	1	0
"ENSG00000248199"	0	0	0	0	0	0
"ENSG00000250095"	0	0	0	0	0	0
"ENSG00000270307"	2	1	0	0	0	0
"ENSG00000250013"	0	0	0	0	0	0
"ENSG00000248873"	1	0	3	0	1	3
"ENSG00000250099"	0	0	0	0	0	0
"ENSG00000248803"	0	0	0	0	0	0
"ENSG00000251125"	0	0	0	0	0	0
"ENSG00000251477"	0	0	0	0	0	0
"ENSG00000249904"	0	0	0	0	0	0
"ENSG00000249318"	9	16	21	11	10	23
"ENSG00000162685"	0	0	0	0	0	0
"ENSG00000196900"	6	0	1	0	0	0
"ENSG00000249068"	8	10	2	8	5	1
"ENSG00000249963"	0	0	0	0	0	0
"ENSG00000251237"	2	1	0	0	0	0
"ENSG00000241809"	0	0	0	0	0	0
"ENSG00000248781"	0	0	0	0	0	1
"ENSG00000239870"	0	0	0	0	0	0
"ENSG00000249418"	0	0	0	0	0	0
"ENSG00000249619"	0	0	1	0	0	0
"ENSG00000273860"	0	0	0	0	0	0
"ENSG00000164199"	8	2	12	5	14	16
"ENSG00000250221"	0	0	0	2	0	0
"ENSG00000286048"	0	3	0	0	1	0
"ENSG00000248794"	19	17	27	26	16	18
"ENSG00000248288"	0	0	0	2	0	4
"ENSG00000249697"	1	0	0	0	0	0
"ENSG00000213630"	0	0	0	0	0	0
"ENSG00000249426"	0	1	1	0	0	0
"ENSG00000251132"	0	0	0	0	0	0
"ENSG00000197575"	0	0	0	0	0	0
"ENSG00000270350"	0	0	0	0	0	0
"ENSG00000248648"	24	44	29	17	28	34
"ENSG00000251421"	0	0	0	0	0	0
"ENSG00000249744"	0	0	0	0	0	0
"ENSG00000250383"	1	1	0	0	0	2
"ENSG00000224296"	0	0	0	0	0	0
"ENSG00000250650"	0	0	0	0	0	0
"ENSG00000250882"	0	0	0	0	0	0
"ENSG00000270225"	0	0	0	0	0	0
"ENSG00000248271"	0	0	0	0	0	0
"ENSG00000145794"	4	2	7	3	5	2
"ENSG00000243385"	3	5	1	1	0	3
"ENSG00000272123"	25	13	0	16	5	4
"ENSG00000164400"	312	336	93	74	31	121
"ENSG00000214794"	0	0	0	0	0	0
"ENSG00000248268"	9	9	4	2	8	15
"ENSG00000279370"	9	6	10	2	6	2
"ENSG00000233943"	0	0	0	0	0	0
"ENSG00000250122"	0	0	0	0	2	0
"ENSG00000249057"	2	0	0	0	0	0
"ENSG00000249135"	0	0	0	0	0	0
"ENSG00000250830"	0	0	0	0	0	0
"ENSG00000250197"	6	10	11	10	1	1
"ENSG00000226400"	0	0	0	0	0	0
"ENSG00000250678"	0	0	0	0	0	0
"ENSG00000250860"	0	0	0	0	0	0
"ENSG00000261037"	0	1	1	1	0	0
"ENSG00000164318"	0	0	0	0	0	0
"ENSG00000270232"	0	0	0	0	0	0
"ENSG00000279883"	1	0	0	0	0	7
"ENSG00000251682"	3	14	16	7	11	39
"ENSG00000249768"	0	0	0	0	0	0
"ENSG00000249514"	0	0	0	0	0	0
"ENSG00000249238"	0	0	0	0	0	0
"ENSG00000287054"	7	1	5	4	6	9
"ENSG00000279691"	6	17	2	6	2	4
"ENSG00000249270"	0	0	0	0	0	0
"ENSG00000249562"	0	0	0	0	0	0
"ENSG00000184084"	0	6	0	0	0	1
"ENSG00000250242"	0	0	0	0	0	0
"ENSG00000285804"	0	0	0	0	0	0
"ENSG00000217791"	0	0	0	0	0	0
"ENSG00000251311"	0	0	0	0	0	0
"ENSG00000249433"	0	0	0	0	0	0
"ENSG00000271480"	0	0	0	0	0	0
"ENSG00000244192"	0	0	2	1	1	0
"ENSG00000129595"	59	66	20	27	20	34
"ENSG00000229738"	1	0	0	0	0	0
"ENSG00000250441"	2	0	1	0	0	1
"ENSG00000250472"	0	0	3	0	0	6
"ENSG00000251593"	10	14	7	14	7	8
"ENSG00000279737"	0	0	0	0	0	0
"ENSG00000271849"	22	17	15	13	40	18
"ENSG00000248826"	0	0	0	0	0	0
"ENSG00000241888"	0	0	0	0	0	0
"ENSG00000250732"	0	6	2	1	0	0
"ENSG00000249990"	0	0	0	0	0	0
"ENSG00000251099"	0	0	0	0	0	0
"ENSG00000113369"	15901	13441	6728	6604	7887	11460
"ENSG00000279584"	0	0	0	0	0	0
"ENSG00000251204"	1	0	0	0	2	0
"ENSG00000240052"	0	0	0	0	0	0
"ENSG00000248885"	0	6	2	4	2	0
"ENSG00000286408"	26	26	33	28	22	24
"ENSG00000249349"	0	0	0	0	0	0
"ENSG00000251206"	2	3	0	0	0	2
"ENSG00000243304"	0	0	0	0	0	0
"ENSG00000286745"	0	0	0	0	0	0
"ENSG00000250928"	0	0	0	0	0	0
"ENSG00000249023"	0	0	0	0	0	0
"ENSG00000145839"	0	0	0	0	0	0
"ENSG00000248652"	0	0	0	0	0	0
"ENSG00000234758"	8	7	11	10	0	8
"ENSG00000250405"	0	0	0	0	0	0
"ENSG00000249878"	0	0	0	0	0	0
"ENSG00000250437"	0	2	0	1	3	3
"ENSG00000272416"	14	8	17	7	16	17
"ENSG00000250853"	2	0	1	1	1	0
"ENSG00000270230"	0	0	0	0	0	0
"ENSG00000176857"	3	5	3	1	4	5
"ENSG00000184838"	27	34	62	51	44	93
"ENSG00000259968"	0	0	0	0	0	0
"ENSG00000214108"	0	1	0	0	0	0
"ENSG00000145826"	0	0	0	0	0	0
"ENSG00000205644"	8	0	0	2	0	0
"ENSG00000248955"	0	0	0	0	0	0
"ENSG00000249791"	2	1	4	8	10	0
"ENSG00000270779"	0	0	0	0	0	0
"ENSG00000249842"	0	0	0	0	0	0
"ENSG00000248192"	0	0	0	1	0	2
"ENSG00000248674"	0	0	0	0	0	0
"ENSG00000131711"	5	25	11	7	5	10
"ENSG00000249017"	0	0	0	0	0	0
"ENSG00000283782"	0	0	0	0	0	0
"ENSG00000248979"	3	8	3	0	2	1
"ENSG00000251552"	3	3	7	2	2	5
"ENSG00000270741"	0	0	0	1	0	0
"ENSG00000214890"	0	0	0	0	0	0
"ENSG00000286676"	8	15	11	5	9	20
"ENSG00000230929"	12	10	21	6	9	14
"ENSG00000279686"	0	0	0	0	0	0
"ENSG00000164512"	64	100	331	271	117	111
"ENSG00000249026"	0	0	0	0	0	0
"ENSG00000251261"	0	0	0	0	0	0
"ENSG00000251281"	0	0	0	0	0	0
"ENSG00000285616"	0	2	1	0	2	6
"ENSG00000250444"	6	1	0	1	0	5
"ENSG00000272203"	0	0	0	1	0	0
"ENSG00000243859"	1	0	0	0	0	0
"ENSG00000279860"	0	0	0	0	0	0
"ENSG00000248170"	0	0	0	0	0	0
"ENSG00000250947"	0	0	0	0	0	0
"ENSG00000249360"	0	0	0	0	0	0
"ENSG00000164219"	2088	1919	1839	1795	2208	2504
"ENSG00000239642"	3	1	7	3	4	7
"ENSG00000251395"	0	0	0	0	0	0
"ENSG00000146006"	23	11	12	7	16	32
"ENSG00000250862"	0	0	0	0	0	0
"ENSG00000250080"	0	0	0	1	0	0
"ENSG00000249605"	0	0	0	0	0	0
"ENSG00000248758"	3	2	0	0	0	4
"ENSG00000213891"	21	23	10	5	34	59
"ENSG00000251066"	0	0	0	0	0	0
"ENSG00000249380"	0	0	0	0	0	0
"ENSG00000279118"	11	18	15	15	13	11
"ENSG00000272239"	0	0	0	0	0	0
"ENSG00000249607"	1	0	0	0	0	0
"ENSG00000215325"	0	0	0	0	0	0
"ENSG00000249363"	0	0	1	0	1	0
"ENSG00000251135"	0	0	0	0	0	0
"ENSG00000249774"	1	1	0	0	0	0
"ENSG00000186367"	0	0	0	0	6	0
"ENSG00000239528"	3	3	2	2	4	0
"ENSG00000279130"	6	5	2	3	13	3
"ENSG00000249582"	0	0	0	0	0	0
"ENSG00000250672"	0	0	0	0	0	0
"ENSG00000271585"	0	0	0	0	1	0
"ENSG00000213488"	0	0	0	0	0	0
"ENSG00000169302"	0	0	0	0	0	0
"ENSG00000248722"	0	0	0	0	0	0
"ENSG00000251054"	1	1	0	0	0	0
"ENSG00000286839"	0	0	0	0	0	0
"ENSG00000250847"	0	0	0	0	0	0
"ENSG00000248667"	0	0	0	0	0	0
"ENSG00000281938"	0	0	0	1	1	0
"ENSG00000253119"	11	10	2	9	4	8
"ENSG00000248853"	0	0	0	0	0	0
"ENSG00000250583"	0	0	0	0	0	0
"ENSG00000249429"	0	0	0	1	0	0
"ENSG00000253886"	0	3	0	0	0	0
"ENSG00000249285"	0	0	0	0	0	0
"ENSG00000249448"	0	0	0	0	0	0
"ENSG00000250253"	0	0	0	0	0	0
"ENSG00000260686"	0	0	0	0	0	0
"ENSG00000287695"	7	8	2	5	9	7
"ENSG00000253141"	0	0	0	0	0	0
"ENSG00000249761"	0	0	0	0	0	1
"ENSG00000155858"	619	513	549	444	436	498
"ENSG00000214360"	0	0	0	0	0	0
"ENSG00000285618"	14	3	22	14	7	1
"ENSG00000251001"	0	3	0	1	0	5
"ENSG00000250956"	0	0	0	0	0	0
"ENSG00000248525"	0	0	0	0	0	0
"ENSG00000229721"	5	4	9	11	13	17
"ENSG00000286238"	0	0	0	0	1	0
"ENSG00000244245"	1	0	1	3	0	0
"ENSG00000253224"	0	0	0	1	0	0
"ENSG00000251031"	0	0	0	0	0	0
"ENSG00000205359"	0	0	0	0	0	0
"ENSG00000224012"	0	0	0	0	0	0
"ENSG00000249792"	0	0	0	0	0	0
"ENSG00000254351"	0	0	0	0	0	0
"ENSG00000244331"	0	0	0	0	0	0
"ENSG00000253630"	2	0	1	0	0	2
"ENSG00000273569"	0	0	0	0	0	0
"ENSG00000214743"	0	0	0	0	0	0
"ENSG00000251102"	1	11	1	0	1	0
"ENSG00000243758"	0	0	0	0	0	0
"ENSG00000253218"	9	5	7	5	6	4
"ENSG00000248125"	2	0	0	0	0	0
"ENSG00000253743"	0	0	0	0	0	0
"ENSG00000235253"	8	7	10	13	14	13
"ENSG00000271679"	0	0	0	0	0	0
"ENSG00000248909"	3	0	2	5	10	3
"ENSG00000197744"	0	0	0	0	0	0
"ENSG00000253908"	5	8	5	5	1	7
"ENSG00000254164"	0	2	0	1	0	1
"ENSG00000240058"	0	5	0	1	3	0
"ENSG00000285605"	1	0	1	0	0	0
"ENSG00000213376"	0	0	0	0	0	0
"ENSG00000253512"	0	0	0	0	0	0
"ENSG00000213414"	0	0	0	0	0	0
"ENSG00000249174"	0	0	0	0	0	0
"ENSG00000251201"	5	0	2	2	3	3
"ENSG00000249229"	0	0	0	0	0	0
"ENSG00000145779"	10863	9584	7548	6851	8210	10026
"ENSG00000249518"	0	0	0	0	0	0
"ENSG00000225364"	6	8	4	2	15	4
"ENSG00000250329"	0	1	0	0	0	1
"ENSG00000249772"	1	0	1	0	0	0
"ENSG00000253422"	0	0	0	0	0	0
"ENSG00000253955"	55	28	54	32	46	24
"ENSG00000249449"	0	0	0	0	0	0
"ENSG00000183775"	10	7	7	7	2	13
"ENSG00000253331"	0	0	0	0	0	0
"ENSG00000244088"	0	0	0	0	0	0
"ENSG00000253946"	0	0	0	0	0	0
"ENSG00000273217"	0	0	0	0	0	0
"ENSG00000286128"	0	0	0	2	0	0
"ENSG00000250972"	0	0	0	0	0	0
"ENSG00000248156"	0	0	0	0	0	0
"ENSG00000253538"	0	0	0	0	0	0
"ENSG00000164399"	0	8	1	0	1	8
"ENSG00000270839"	1	0	6	3	0	8
"ENSG00000145819"	10406	11002	5750	4994	6740	10235
"ENSG00000213661"	0	0	0	0	0	0
"ENSG00000254239"	0	0	0	0	0	0
"ENSG00000253109"	0	0	0	0	0	0
"ENSG00000232916"	2	1	0	0	0	4
"ENSG00000254047"	0	0	0	0	0	0
"ENSG00000249600"	0	0	0	0	0	0
"ENSG00000253927"	0	0	0	0	0	0
"ENSG00000254200"	0	2	0	0	0	0
"ENSG00000253449"	0	0	0	1	0	0
"ENSG00000253683"	37	40	22	26	18	15
"ENSG00000250015"	7	8	6	13	8	12
"ENSG00000181867"	0	0	0	0	0	0
"ENSG00000280161"	23	8	15	11	31	38
"ENSG00000253424"	0	0	0	0	0	0
"ENSG00000243664"	0	0	1	0	0	0
"ENSG00000286182"	0	0	0	0	1	0
"ENSG00000253134"	0	0	0	0	0	0
"ENSG00000185056"	1	2	6	1	0	0
"ENSG00000183072"	0	2	0	0	0	0
"ENSG00000253244"	0	0	0	0	0	0
"ENSG00000231579"	8	6	2	8	8	9
"ENSG00000253646"	0	0	0	0	0	0
"ENSG00000249287"	0	0	0	0	0	0
"ENSG00000248355"	0	0	0	0	0	0
"ENSG00000253261"	0	0	0	0	0	0
"ENSG00000248761"	0	0	0	0	0	0
"ENSG00000279679"	3	3	0	0	0	6
"ENSG00000271477"	0	0	0	0	0	0
"ENSG00000231228"	0	0	0	0	0	0
"ENSG00000250346"	0	0	0	0	0	0
"ENSG00000280318"	0	0	0	0	0	0
"ENSG00000249950"	0	0	0	0	0	0
"ENSG00000254011"	0	0	0	0	0	0
"ENSG00000270442"	0	0	0	0	2	0
"ENSG00000285865"	35	54	66	50	45	78
"ENSG00000278965"	8	8	11	12	8	13
"ENSG00000242080"	0	0	0	0	0	0
"ENSG00000249412"	10	9	23	20	17	11
"ENSG00000249722"	0	0	0	0	0	0
"ENSG00000242683"	14	12	9	10	16	12
"ENSG00000187658"	3	11	2	2	0	0
"ENSG00000226650"	0	3	0	0	0	0
"ENSG00000248687"	0	0	0	0	0	0
"ENSG00000253480"	0	0	0	0	0	0
"ENSG00000198108"	5	0	10	4	4	5
"ENSG00000254336"	0	0	0	0	0	0
"ENSG00000249545"	0	0	0	0	0	0
"ENSG00000213655"	0	0	0	0	0	0
"ENSG00000248308"	0	0	0	0	0	0
"ENSG00000198944"	0	0	1	1	0	0
"ENSG00000242477"	1	6	7	9	9	6
"ENSG00000230612"	37	25	28	23	14	27
"ENSG00000249061"	0	0	0	0	0	0
"ENSG00000113742"	3631	3220	3120	2630	2569	4416
"ENSG00000248362"	0	0	0	0	0	0
"ENSG00000279698"	0	0	0	3	0	0
"ENSG00000113520"	49	44	19	14	2	31
"ENSG00000213940"	0	0	0	0	0	0
"ENSG00000248610"	0	0	1	0	0	0
"ENSG00000249876"	4	6	8	10	19	6
"ENSG00000251370"	1	2	1	1	0	0
"ENSG00000251320"	0	0	0	0	0	0
"ENSG00000249293"	0	0	0	0	3	0
"ENSG00000249312"	0	0	0	0	0	0
"ENSG00000253600"	0	0	0	0	0	0
"ENSG00000250492"	0	0	1	1	0	6
"ENSG00000248765"	0	0	0	0	0	0
"ENSG00000270430"	0	0	0	0	0	0
"ENSG00000164325"	0	0	0	0	0	0
"ENSG00000242979"	4	3	10	3	10	1
"ENSG00000201026"	0	0	0	0	0	0
"ENSG00000223007"	0	1	0	0	0	0
"ENSG00000284000"	0	0	0	0	0	0
"ENSG00000199773"	0	0	0	0	0	0
"ENSG00000239112"	0	0	0	0	0	0
"ENSG00000222054"	2	0	0	0	0	0
"ENSG00000266415"	0	0	0	0	0	0
"ENSG00000216077"	0	0	0	0	0	0
"ENSG00000212305"	0	0	0	0	0	0
"ENSG00000202269"	0	0	0	0	0	0
"ENSG00000222312"	0	0	0	0	0	0
"ENSG00000201436"	0	0	0	0	0	0
"ENSG00000276764"	0	0	0	0	0	0
"ENSG00000241552"	0	0	0	0	0	0
"ENSG00000212278"	0	0	0	0	0	0
"ENSG00000277455"	0	0	0	0	0	0
"ENSG00000252083"	0	0	0	0	0	0
"ENSG00000200600"	0	0	0	0	0	0
"ENSG00000222560"	0	0	0	0	0	0
"ENSG00000206912"	0	0	0	0	0	0
"ENSG00000201016"	0	0	0	0	0	0
"ENSG00000199911"	0	0	0	0	0	0
"ENSG00000223136"	0	0	0	0	0	0
"ENSG00000252601"	0	0	0	0	0	0
"ENSG00000199731"	0	0	3	0	1	1
"ENSG00000207052"	0	0	0	0	0	3
"ENSG00000207956"	3	1	1	0	1	2
"ENSG00000223004"	0	0	0	0	0	0
"ENSG00000200065"	2	1	3	0	3	4
"ENSG00000252373"	0	0	0	0	0	0
"ENSG00000251887"	0	0	0	0	0	0
"ENSG00000266243"	0	0	0	0	0	0
"ENSG00000252867"	0	0	0	0	0	0
"ENSG00000201368"	0	0	0	0	0	0
"ENSG00000265304"	0	0	0	0	0	0
"ENSG00000238441"	0	0	0	1	0	2
"ENSG00000199552"	0	0	0	0	0	0
"ENSG00000199361"	0	0	0	0	0	0
"ENSG00000207060"	0	0	0	0	0	0
"ENSG00000206606"	0	0	0	0	0	0
"ENSG00000222960"	1	2	1	1	1	4
"ENSG00000207627"	4	1	3	5	21	6
"ENSG00000241230"	3	2	2	0	7	4
"ENSG00000265421"	0	0	1	0	2	2
"ENSG00000212265"	0	0	0	0	0	0
"ENSG00000251873"	0	0	0	0	0	0
"ENSG00000210678"	0	0	0	0	0	0
"ENSG00000207293"	3	3	5	5	6	9
"ENSG00000253032"	0	0	0	0	0	1
"ENSG00000223003"	0	2	1	2	1	0
"ENSG00000265135"	0	0	0	0	0	7
"ENSG00000207439"	0	0	0	0	0	0
"ENSG00000242547"	0	0	0	0	0	0
"ENSG00000201869"	0	0	0	0	0	0
"ENSG00000212215"	0	0	0	0	0	0
"ENSG00000264099"	0	0	0	0	0	0
"ENSG00000238913"	0	0	0	0	0	0
"ENSG00000202157"	0	0	0	0	0	0
"ENSG00000265684"	1	1	0	0	10	2
"ENSG00000253073"	0	0	0	0	0	0
"ENSG00000206744"	0	0	0	0	0	0
"ENSG00000264342"	0	0	0	0	0	0
"ENSG00000251951"	0	0	0	0	0	0
"ENSG00000265919"	0	0	0	0	0	0
"ENSG00000252861"	0	0	0	0	0	0
"ENSG00000207013"	0	0	0	0	0	0
"ENSG00000284078"	0	0	0	0	0	0
"ENSG00000276426"	0	0	0	0	0	0
"ENSG00000277506"	0	0	0	0	0	0
"ENSG00000221263"	1	1	1	4	6	4
"ENSG00000207077"	0	0	0	0	0	0
"ENSG00000277001"	0	1	0	0	0	0
"ENSG00000207269"	0	0	0	0	0	0
"ENSG00000199378"	0	0	0	0	0	0
"ENSG00000222987"	0	0	0	0	0	0
"ENSG00000199643"	0	3	5	9	2	5
"ENSG00000207404"	0	0	0	0	0	0
"ENSG00000206593"	0	0	0	0	0	6
"ENSG00000202512"	1	0	1	3	5	0
"ENSG00000253057"	0	0	0	0	0	0
"ENSG00000199786"	0	0	0	0	0	0
"ENSG00000212457"	5	7	0	0	2	4
"ENSG00000283498"	348	335	225	278	485	424
"ENSG00000276047"	0	1	0	0	0	0
"ENSG00000243333"	0	6	3	0	2	3
"ENSG00000221436"	0	0	0	0	0	0
"ENSG00000238363"	0	0	0	0	0	0
"ENSG00000252185"	0	0	0	0	0	0
"ENSG00000207177"	0	0	0	0	0	0
"ENSG00000223179"	0	0	0	0	0	0
"ENSG00000206786"	0	0	2	2	1	1
"ENSG00000264536"	0	1	0	1	4	0
"ENSG00000252514"	0	0	0	0	0	0
"ENSG00000251975"	1	0	0	0	0	0
"ENSG00000201790"	0	0	0	0	0	0
"ENSG00000265691"	0	0	1	0	0	0
"ENSG00000263432"	0	0	0	2	0	0
"ENSG00000202082"	0	0	0	0	0	0
"ENSG00000222609"	0	0	0	0	0	0
"ENSG00000221562"	0	0	0	0	0	2
"ENSG00000199455"	0	0	0	0	0	0
"ENSG00000275939"	4	2	5	4	2	6
"ENSG00000252337"	0	0	0	0	0	0
"ENSG00000199677"	0	0	0	0	0	0
"ENSG00000238904"	0	0	0	0	0	0
"ENSG00000239390"	0	0	0	0	0	0
"ENSG00000201423"	0	0	0	0	0	0
"ENSG00000253023"	0	0	0	0	0	0
"ENSG00000221043"	0	0	0	0	0	0
"ENSG00000222213"	0	0	0	0	0	0
"ENSG00000252068"	0	0	0	1	0	0
"ENSG00000241963"	3	0	0	2	0	4
"ENSG00000199047"	0	0	0	0	0	0
"ENSG00000201532"	2	1	1	1	1	2
"ENSG00000201474"	0	0	0	0	0	0
"ENSG00000206819"	0	0	1	0	0	2
"ENSG00000242928"	0	0	0	0	0	0
"ENSG00000221430"	0	0	0	0	0	0
"ENSG00000202417"	2	1	1	2	0	3
"ENSG00000252794"	0	0	0	0	0	0
"ENSG00000212529"	2	2	4	1	3	1
"ENSG00000222626"	0	0	0	0	0	0
"ENSG00000199219"	0	0	0	0	0	0
"ENSG00000252169"	0	0	0	0	0	0
"ENSG00000201277"	0	0	0	0	0	0
"ENSG00000206845"	0	0	0	0	0	0
"ENSG00000274994"	0	0	0	0	0	0
"ENSG00000251998"	0	0	0	0	0	0
"ENSG00000265160"	0	0	0	0	0	0
"ENSG00000199892"	0	0	0	0	0	0
"ENSG00000277912"	0	0	0	0	0	0
"ENSG00000200555"	0	0	0	0	0	0
"ENSG00000222852"	3	0	4	7	1	0
"ENSG00000198995"	1	1	1	0	0	8
"ENSG00000206686"	0	0	0	0	0	0
"ENSG00000196570"	0	0	0	0	0	0
"ENSG00000279821"	113	113	298	230	81	111
"ENSG00000248696"	2	1	0	1	0	5
"ENSG00000241907"	5	6	7	6	4	8
"ENSG00000214485"	447	390	442	414	316	275
"ENSG00000199409"	0	0	0	0	0	0
"ENSG00000199540"	0	0	0	0	0	0
"ENSG00000185028"	4	10	1	1	0	0
"ENSG00000261434"	0	0	0	0	0	0
"ENSG00000260774"	27	26	33	19	17	11
